Time,Instep_X,Instep_Y,Instep_Z,Backswing_X,Backswing_Y,Backswing_Z,Acceleration_X,Acceleration_Y,Acceleration_Z,Angular_Velocity_X,Angular_Velocity_Y,Angular_Velocity_Z,Velocity_X,Velocity_Y,Velocity_Z,Displacement_X,Displacement_Y,Displacement_Z
0,0,0,0,0,0,0,0.8,1,5,2,1.5,0.5,0,0,0,0,0,0
0.0100671140939597,0.0165001273785529,0.00495003821356587,0.0165001273785529,0.00745611505401543,0.00248537168467181,0.00372805752700772,0.760728218838128,0.950910273547661,4.7545513677383,1.96013422368972,1.47010066776729,0.490033555922431,0.007856014524353,0.00982001815544124,0.0491000907772062,3.95436972702332e-05,4.94296215877915e-05,0.000247148107938957
0.0201342281879195,0.0324557463500888,0.00973672390502664,0.0324557463500888,0.0147269179357018,0.00490897264523394,0.00736345896785092,0.723384278670789,0.904230348338487,4.52115174169243,1.92106308743986,1.44079731557989,0.480265771859965,0.0153263794446999,0.0191579743058749,0.0957898715293743,0.000156233599799023,0.000195291999748779,0.000976459998743893
0.0302013422818792,0.0478848258307567,0.014365447749227,0.0478848258307567,0.0218170143413185,0.00727233811377284,0.0109085071706593,0.687873542310917,0.859841927888647,4.29920963944323,1.88277075177896,1.41207806383422,0.470692687944739,0.0224300261946078,0.0280375327432598,0.140187663716299,0.000346282621473391,0.000432853276841738,0.00216426638420869
0.0402684563758389,0.062804741757895,0.0188414225273685,0.062804741757895,0.028730895498454,0.00957696516615134,0.014365447749227,0.654106018285073,0.817632522856341,4.0881626142817,1.84524169296198,1.38393126972149,0.461310423240495,0.0291849568687487,0.0364811960859359,0.182405980429679,0.000606089583201695,0.000757611979002119,0.0037880598950106
0.0503355704697987,0.0772322966584831,0.0231696889975449,0.0772322966584831,0.0354729410109983,0.0118243136703328,0.0177364705054991,0.621996132776629,0.777495165970787,3.88747582985393,1.80846069667697,1.35634552250773,0.452115174169243,0.0356082898438915,0.0445103623048644,0.222551811524322,0.00093223008678881,0.00116528760848601,0.00582643804243006
0.0604026845637584,0.0911837385718296,0.0273551215715489,0.0911837385718296,0.042047421633406,0.0140158072111353,0.021023710816703,0.591462512764212,0.739328140955265,3.69664070477632,1.77241285187715,1.32930963890786,0.443103212969287,0.0417163031603722,0.0521453789504653,0.260726894752327,0.00132144783681027,0.00165180979601284,0.0082590489800642
0.0704697986577181,0.104674779347807,0.031402433804342,0.104674779347807,0.0484585019760102,0.0161528339920034,0.0242292509880051,0.562427779805803,0.703034724757254,3.51517362378627,1.73708354473595,1.30281265855196,0.434270886183988,0.0475244757739797,0.0594055947174746,0.297027973587373,0.00177064638849325,0.00221330798561656,0.0110665399280828
0.0805369127516778,0.117720612341238,0.0353161837023715,0.117720612341238,0.0547102431430978,0.0182367477143659,0.0273551215715489,0.53481835394594,0.668522942432425,3.34261471216212,1.7024584527226,1.27684383954195,0.42561461318065,0.0530475267827972,0.0663094084784965,0.331547042392483,0.00227688130069179,0.00284610162586474,0.0142305081293237
0.0906040268456376,0.130335929522368,0.0391007788567103,0.130335929522368,0.0608066053054196,0.0202688684351399,0.0304033026527098,0.508564267249043,0.635705334061304,3.17852667030652,1.66852353879571,1.25139265409678,0.417130884698928,0.0582994527284095,0.0728743159105119,0.36437157955256,0.00283735267407035,0.00354669084258794,0.0177334542129397
0.100671140939597,0.142534938022678,0.0427604814068035,0.142534938022678,0.066751450208764,0.0222504834029213,0.033375725104382,0.483598986486353,0.604498733107941,3.02249366553971,1.63526504571268,1.22644878428451,0.40881626142817,0.0632935630660038,0.0791169538325047,0.395584769162524,0.00344939805558585,0.00431174756948232,0.0215587378474116
0.110738255033557,0.154331376134694,0.0462994128404083,0.154331376134694,0.072548543620183,0.0241828478733943,0.0362742718100915,0.459859244527109,0.574824055658887,2.87412027829443,1.60266949045248,1.20200211783936,0.400667372613121,0.0680425138932528,0.085053142366566,0.42526571183283,0.00411048569128681,0.00513810711410851,0.0256905355705426
0.120805369127517,0.165738528783788,0.0497215586351363,0.165738528783788,0.0782015577134206,0.0260671859044735,0.0391007788567103,0.437284880006694,0.546606100008368,2.73303050004184,1.57072365874964,1.17804274406223,0.392680914687411,0.0725583400234565,0.0906979250293206,0.453489625146603,0.00481820811033065,0.00602276013791331,0.0301138006895666
0.130872483221477,0.176769242489408,0.0530307727468223,0.176769242489408,0.0837140733950544,0.0279046911316848,0.0418570366975272,0.415818684865421,0.519773356081777,2.59886678040888,1.53941459973716,1.15456094980287,0.384853649934289,0.0768524854842222,0.0960656068552777,0.480328034276389,0.0055702760239599,0.00696284502994988,0.0348142251497494
0.140939597315436,0.187435939832589,0.0562307819497768,0.187435939832589,0.0890895825728238,0.0296965275242746,0.0445447912864119,0.395406259371606,0.494257824214508,2.47128912107254,1.50872962069621,1.13154721552216,0.377182405174053,0.0809358325189723,0.101169790648715,0.505848953243577,0.00636451252397598,0.00795564065496998,0.0397782032748499
0.151006711409396,0.197750633446029,0.0593251900338088,0.197750633446029,0.094331490367582,0.0314438301225273,0.047165745183791,0.375995874261511,0.469994842826889,2.34997421413445,1.47865628191053,1.1089922114329,0.369664070477632,0.0848187291647766,0.106023411455971,0.530117057279854,0.00719884756600828,0.00899855945751035,0.0449927972875517
0.161073825503356,0.207724939542484,0.0623174818627453,0.207724939542484,0.0994431172702726,0.0331477057567575,0.0497215586351363,0.357538339646806,0.446922924558507,2.23461462279253,1.44918239162331,1.08688679371749,0.362295597905829,0.0885110154763956,0.110638769345495,0.553193846727473,0.00807131272359807,0.0100891409044976,0.0504457045224879
0.171140939597315,0.217370090996731,0.0652110272990192,0.217370090996731,0.104427701245298,0.0348092337484326,0.0522138506226489,0.33998688035732,0.42498360044665,2.12491800223325,1.42029600109469,1.06522200082102,0.355074000273673,0.0920220484629936,0.115027560578742,0.57513780289371,0.00898003619980305,0.0112250452497538,0.0561252262487691
0.181208053691275,0.226696949995816,0.0680090849987449,0.226696949995816,0.109288399781609,0.0364294665938696,0.0546441998908044,0.323297017403195,0.404121271753994,2.02060635876997,1.39198539975768,1.04398904981826,0.34799634993942,0.0953607258007143,0.119200907250893,0.596004536254464,0.00992323808368077,0.012404047604601,0.0620202380230048
0.191275167785235,0.235716020271848,0.0707148060815545,0.235716020271848,0.114028291892821,0.0380094306309404,0.0570141459464106,0.307426455256015,0.384283069070019,1.92141534535009,1.36423911047073,1.02317933285305,0.341059777617682,0.0985355083812137,0.123169385476517,0.615846927382586,0.0108992258396301,0.0136240322995376,0.068120161497688
0.201342281879195,0.244437458931099,0.0733312376793297,0.244437458931099,0.118650380067618,0.0395501266892059,0.0593251900338088,0.292334974663285,0.365418718329106,1.82709359164553,1.33704588486485,1.00278441364864,0.334261471216212,0.101554441753291,0.126943052191613,0.634715260958067,0.0119063900181595,0.0148829875226993,0.0744149376134966
0.211409395973154,0.252871087892746,0.0758613263678238,0.252871087892746,0.123157592171677,0.0410525307238923,0.0615787960858385,0.277984330724613,0.347480413405766,1.73740206702883,1.31039469878355,0.982796024087663,0.327598674695888,0.104425176511955,0.130531470639943,0.652657353199716,0.0129432001772127,0.0161790002215159,0.0808950011075794
